Module,Offered,Group,Language,Activity,Day,Time,Venue,Campus,Study Prog
BAC 200,S1,G01,E,L1,Tuesday,07:30 - 09:20,Centenary 2,HATFIELD,
BAC 200,S1,G01,E,L2,Thursday,08:30 - 09:20,Centenary 5,HATFIELD,
BAC 200,S1,G01,E,L3,Friday,11:30 - 12:20,Centenary 4,HATFIELD,
BAC 200,S1,G02,E,L1,Tuesday,12:30 - 14:20,Centenary 3,HATFIELD,
BAC 200,S1,G02,E,L2,Thursday,10:30 - 11:20,Centenary 1,HATFIELD,
BAC 200,S1,G02,E,L3,Friday,12:30 - 13:20,Centenary 4,HATFIELD,
BAC 200,S2,G03,E,L1,Tuesday,08:30 - 10:20,Centenary 6,HATFIELD,
BAC 200,S2,G03,E,L2,Thursday,11:30 - 12:20,Centenary 2,HATFIELD,
BAC 200,S2,G03,E,L3,Friday,09:30 - 10:20,Centenary 1,HATFIELD,
BAC 200,S2,G04,E,L1,Tuesday,13:30 - 15:20,Centenary 3,HATFIELD,
BAC 200,S2,G04,E,L2,Thursday,14:30 - 15:20,IT 4-5,HATFIELD,
BAC 200,S2,G04,E,L3,Friday,10:30 - 11:20,Centenary 1,HATFIELD,
BAC 300,S1,G02,E,L2,Wednesday,08:30 - 10:20,Roos hall,HATFIELD,
BAC 300,S2,G02,E,L2,Wednesday,08:30 - 10:20,Centenary 6,HATFIELD,
BAC 300,Y,G01,E,L1,Monday,09:30 - 10:20,Centenary 4,HATFIELD,
BAC 300,Y,G01,E,L2,Tuesday,08:30 - 10:20,Centenary 1,HATFIELD,
BAC 300,Y,G01,E,L3,Thursday,14:30 - 15:20,Centenary 1,HATFIELD,
BAC 300,Y,G02,E,L1,Monday,08:30 - 09:20,Centenary 4,HATFIELD,
BAC 300,Y,G02,E,L3,Thursday,09:30 - 10:20,Centenary 2,HATFIELD,
BAC 310,S1,G01,E,L1,Monday,09:30 - 10:20,Centenary 4,HATFIELD,
BAC 310,S1,G01,E,L2,Tuesday,08:30 - 10:20,Centenary 1,HATFIELD,
BAC 310,S1,G01,E,L3,Thursday,14:30 - 15:20,Centenary 1,HATFIELD,
BAC 310,S1,G02,E,L1,Monday,08:30 - 09:20,Centenary 4,HATFIELD,
BAC 310,S1,G02,E,L2,Wednesday,08:30 - 10:20,Roos hall,HATFIELD,
BAC 310,S1,G02,E,L3,Thursday,09:30 - 10:20,Centenary 2,HATFIELD,
BAM 133,S1,G01,E,L1,Monday,08:30 - 09:20,IT 4-4,HATFIELD,
BAM 133,S1,G01,E,L2,Tuesday,12:30 - 13:20,IT 2-27,HATFIELD,
BAM 133,S1,G01,E,L3,Thursday,10:30 - 11:20,IT 2-27,HATFIELD,
BAM 133,S1,G01,E,P1,Tuesday,14:30 - 15:20,IT 4-3,HATFIELD,
BAM 133,S1,G01,E,T1,Friday,09:30 - 11:20,HB 3-23,HATFIELD,
BAM 133,S1,G02,E,P1,Wednesday,08:30 - 09:20,IT 2-24,HATFIELD,
BAM 133,S1,G02,E,T1,Thursday,12:30 - 14:20,HB 4-13,HATFIELD,
BAM 133,S1,G03,E,P1,Wednesday,13:30 - 14:20,HB 4-7,HATFIELD,
BAM 133,S1,G03,E,T1,Friday,12:30 - 14:20,HB 4-14,HATFIELD,
BAM 133,S1,G04,E,P1,Wednesday,12:30 - 13:20,IT 2-25,HATFIELD,
BAM 133,S1,G04,E,T1,Tuesday,08:30 - 10:20,HB 4-6,HATFIELD,
BAN 313,S1,G01,E,L1,Wednesday,11:30 - 12:20,Eng III - 2,HATFIELD,B3
BAN 313,S1,G01,E,L2,Thursday,07:30 - 09:20,Eng NS2 Comp Lab 1,HATFIELD,B3
BAN 313,S1,G01,E,L2,Thursday,07:30 - 09:20,Eng NS2 Comp Lab 2,HATFIELD,B3
BAN 313,S1,G01,E,L2,Thursday,07:30 - 09:20,Eng NS2 Comp Lab 3,HATFIELD,B3
BAN 313,S1,G01,E,L2,Thursday,07:30 - 09:20,Eng NS2 Comp Lab 4,HATFIELD,B3
BCM 251,S1,G01,E,L1,Thursday,08:30 - 09:20,AE du Toit Auditorium,HATFIELD,
BCM 251,S1,G01,E,L2,Friday,10:30 - 11:20,Roos hall,HATFIELD,
BCM 251,S1,P01,E,P1,Wednesday,09:30 - 12:20,Biolab D,HATFIELD,
BCM 251,S1,P02,E,P1,Tuesday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 251,S1,P03,E,P1,Monday,13:30 - 16:20,Biolab D,HATFIELD,
BCM 251,S1,P04,E,P1,Thursday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 252,S2,G01,E,L1,Monday,11:30 - 12:20,Roos hall,HATFIELD,
BCM 252,S2,G01,E,L2,Friday,10:30 - 11:20,Roos hall,HATFIELD,
BCM 252,S2,P01,E,P1,Friday,13:30 - 16:20,Biolab D,HATFIELD,
BCM 252,S2,P02,E,P1,Thursday,14:30 - 17:20,Biolab D,HATFIELD,
BCM 252,S2,P03,E,P1,Tuesday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 252,S2,P04,E,P1,Monday,08:30 - 11:20,Biolab D,HATFIELD,
BCM 257,S1,G01,E,L1,Monday,11:30 - 12:20,Thuto 1-2,HATFIELD,
BCM 257,S1,G01,E,L2,Wednesday,07:30 - 08:20,Thuto 1-2,HATFIELD,
BCM 257,S1,P01,E,P1,Wednesday,09:30 - 12:20,Biolab D,HATFIELD,
BCM 257,S1,P02,E,P1,Tuesday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 257,S1,P03,E,P1,Monday,13:30 - 16:20,Biolab D,HATFIELD,
BCM 257,S1,P04,E,P1,Thursday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 261,S2,G01,E,L1,Tuesday,16:30 - 17:20,Thuto 3-2,HATFIELD,
BCM 261,S2,G01,E,L2,Thursday,08:30 - 09:20,Thuto 3-1,HATFIELD,
BCM 261,S2,P01,E,P1,Friday,13:30 - 16:20,Biolab D,HATFIELD,
BCM 261,S2,P02,E,P1,Thursday,14:30 - 17:20,Biolab D,HATFIELD,
BCM 261,S2,P03,E,P1,Tuesday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 261,S2,P04,E,P1,Monday,08:30 - 11:20,Biolab D,HATFIELD,
BCM 356,S1,G01,E,L1,Wednesday,09:30 - 10:20,EMS 4-150,HATFIELD,
BCM 356,S1,G01,E,L2,Friday,08:30 - 09:20,EMS 4-151,HATFIELD,
BCM 356,S1,P01,E,P1,Tuesday,07:30 - 10:20,Biolab A,HATFIELD,
BCM 356,S1,P01,E,P1,Tuesday,07:30 - 10:20,Biolab B,HATFIELD,
BCM 356,S1,P01,E,P1,Tuesday,07:30 - 10:20,Biolab D,HATFIELD,
BCM 356,S1,P02,E,P1,Tuesday,14:30 - 17:20,Biolab C,HATFIELD,
BCM 356,S1,P02,E,P1,Tuesday,14:30 - 17:20,Biolab D,HATFIELD,
BCM 357,S1,G01,E,L1,Tuesday,13:30 - 14:20,EMS 4-151,HATFIELD,
BCM 357,S1,G01,E,L2,Thursday,07:30 - 08:20,EMS 4-150,HATFIELD,
BCM 357,S1,G01,E,P1,Friday,10:30 - 13:20,Biolab A,HATFIELD,
BCM 357,S1,G01,E,P1,Friday,10:30 - 13:20,Biolab B,HATFIELD,
BCM 357,S1,G01,E,P1,Friday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 367,S2,G01,E,L1,Tuesday,10:30 - 11:20,IT 2-25,HATFIELD,
BCM 367,S2,G01,E,L2,Wednesday,10:30 - 11:20,IT 2-25,HATFIELD,
BCM 367,S2,G01,E,P1,Friday,10:30 - 13:20,Biolab A,HATFIELD,
BCM 367,S2,G01,E,P1,Friday,10:30 - 13:20,Biolab B,HATFIELD,
BCM 367,S2,G01,E,P1,Friday,10:30 - 13:20,Biolab D,HATFIELD,
BCM 368,S2,G01,E,L1,Wednesday,11:30 - 12:20,EMS 4-150,HATFIELD,
BCM 368,S2,G01,E,L2,Thursday,10:30 - 11:20,EMS 4-150,HATFIELD,
BCM 368,S2,G01,E,P1,Friday,14:30 - 17:20,AE Annex,HATFIELD,
BDO 121,S2,G01,E,L1,Monday,09:30 - 11:20,Centenary 6,HATFIELD,
BDO 121,S2,G01,E,L2,Wednesday,10:30 - 11:20,Centenary 1,HATFIELD,
BDO 214,S1,G01,E,L1,Monday,08:30 - 09:20,EMS 4-151,HATFIELD,
BDO 214,S1,G01,E,L2,Tuesday,07:30 - 09:20,EMS 4-152,HATFIELD,
BDO 224,S2,G01,E,L1,Monday,08:30 - 10:20,Te Water hall,HATFIELD,
BDO 224,S2,G01,E,L2,Thursday,09:30 - 10:20,Te Water hall,HATFIELD,
BDO 272,Y,G01,E,L1,Friday,09:30 - 10:20,HB 3-24,HATFIELD,
BDO 319,S1,G01,E,L1,Monday,08:30 - 10:20,Louw hall,HATFIELD,
BDO 319,S1,G01,E,L2,Friday,10:30 - 11:20,Louw hall,HATFIELD,
BDO 329,S2,G01,E,L1,Tuesday,12:30 - 13:20,EMS 4-151,HATFIELD,
BDO 329,S2,G01,E,L2,Thursday,13:30 - 15:20,EMS 4-151,HATFIELD,
BDO 371,Y,G01,E,L1,Wednesday,13:30 - 14:20,HB 4-16,HATFIELD,
BDO 372,S1,G01,E,L1,Friday,07:30 - 09:20,HB 3-14,HATFIELD,
BDO 373,S2,G01,E,L1,Monday,10:30 - 11:20,IT 2-25,HATFIELD,
BDO 373,S2,G01,E,L2,Tuesday,08:30 - 09:20,IT 2-25,HATFIELD,
BDO 373,S2,G01,E,L3,Wednesday,09:30 - 10:20,IT 4-3,HATFIELD,
BDO 373,S2,G01,E,T1,Thursday,09:30 - 10:20,HB 3-14,HATFIELD,
BEL 200,Y,G01,E,L1,Wednesday,13:30 - 15:20,Centenary 4,HATFIELD,
BEL 200,Y,G01,E,L2,Thursday,07:30 - 09:20,Centenary 4,HATFIELD,
BEL 200,Y,G02,E,L1,Monday,13:30 - 15:20,Centenary 5,HATFIELD,
BEL 200,Y,G02,E,L2,Friday,07:30 - 09:20,Centenary 1,HATFIELD,
BEL 300,Y,G01,E,L1,Tuesday,09:30 - 11:20,EMS 4-152,HATFIELD,
BEL 300,Y,G01,E,L2,Wednesday,12:30 - 14:20,Centenary 6,HATFIELD,
BEL 300,Y,T01,E,T1,Thursday,07:30 - 08:20,IT 4-4,HATFIELD,
BEM 120,S2,G01,E,L1,Tuesday,08:30 - 09:20,Thuto 1-1,HATFIELD,
BEM 120,S2,G01,E,L2,Wednesday,09:30 - 10:20,Thuto 3-2,HATFIELD,
BEM 120,S2,G01,E,L3,Thursday,12:30 - 13:20,Thuto 3-1,HATFIELD,
BEM 120,S2,G02,E,L1,Monday,13:30 - 14:20,Thuto 3-1,HATFIELD,
BEM 120,S2,G02,E,L2,Wednesday,12:30 - 13:20,Thuto 3-1,HATFIELD,
BEM 120,S2,G02,E,L3,Thursday,11:30 - 12:20,Thuto 3-1,HATFIELD,
BEM 212,S1,G01,E,L1,Monday,09:30 - 10:20,Centenary 2,HATFIELD,
BEM 212,S1,G01,E,L2,Wednesday,11:30 - 13:20,Centenary 2,HATFIELD,
BEM 212,S1,G02,E,L1,Monday,07:30 - 08:20,Centenary 2,HATFIELD,
BEM 212,S1,G02,E,L2,Wednesday,13:30 - 15:20,Centenary 2,HATFIELD,
BEM 224,S2,G01,E,L1,Monday,12:30 - 13:20,IT 2-27,HATFIELD,
BEM 224,S2,G01,E,L2,Wednesday,12:30 - 14:20,IT 2-27,HATFIELD,
BEM 256,S2,G01,E,L1,Wednesday,08:30 - 10:20,IT 2-25,HATFIELD,
BEM 314,S1,G01,E,L1,Monday,13:30 - 14:20,Thuto 1-2,HATFIELD,
BEM 314,S1,G01,E,L2,Wednesday,13:30 - 15:20,Thuto 1-2,HATFIELD,
BEM 315,S1,G01,E,L1,Tuesday,11:30 - 12:20,HB 4-12,HATFIELD,
BEM 315,S1,G01,E,L2,Thursday,08:30 - 10:20,HB 4-12,HATFIELD,
BEM 321,S2,G01,E,L1,Tuesday,16:30 - 17:20,IT 4-4,HATFIELD,
BEM 321,S2,G01,E,L2,Thursday,15:30 - 17:20,IT 4-4,HATFIELD,
BEM 356,S1,G01,E,L1,Tuesday,13:30 - 15:20,HB 4-15,HATFIELD,
BEM 356,S1,G01,E,T1,Tuesday,15:30 - 17:20,HB 4-15,HATFIELD,
BEM 356,S2,G01,E,L1,Monday,13:30 - 15:20,HB 3-14,HATFIELD,
BEM 356,S2,G01,E,T1,Monday,15:30 - 17:20,HB 3-14,HATFIELD,
BER 210,S1,G01,E,L1,Wednesday,11:30 - 12:20,Centenary 1,HATFIELD,
BER 210,S1,G01,E,L2,Thursday,15:30 - 16:20,Centenary 1,HATFIELD,
BER 210,S1,G02,E,L1,Wednesday,12:30 - 13:20,Centenary 1,HATFIELD,
BER 210,S1,G02,E,L2,Thursday,09:30 - 10:20,Centenary 5,HATFIELD,
BER 210,S1,G03,E,L1,Tuesday,07:30 - 08:20,Centenary 3,HATFIELD,
BER 210,S1,G03,E,L2,Friday,10:30 - 11:20,Centenary 5,HATFIELD,
BER 220,S2,G01,E,L1,Wednesday,11:30 - 12:20,Centenary 2,HATFIELD,
BER 220,S2,G01,E,L2,Thursday,10:30 - 11:20,Centenary 1,HATFIELD,
BER 220,S2,G02,E,L1,Wednesday,12:30 - 13:20,Centenary 2,HATFIELD,
BER 220,S2,G02,E,L2,Thursday,11:30 - 12:20,Centenary 1,HATFIELD,
BER 220,S2,G03,E,L1,Tuesday,11:30 - 12:20,Centenary 4,HATFIELD,
BER 220,S2,G03,E,L2,Thursday,14:30 - 15:20,Centenary 2,HATFIELD,
BER 310,S1,G01,E,L1,Wednesday,10:30 - 12:20,Centenary 3,HATFIELD,B4
BER 310,S1,G01,E,L2,Thursday,09:30 - 11:20,Centenary 3,HATFIELD,B4
BES 220,S2,G01,E,L1,Tuesday,09:30 - 10:20,Thuto 3-2,HATFIELD,c3p3s3 C2M2P2S2
BES 220,S2,G01,E,L2,Thursday,08:30 - 09:20,Eng III - 6,HATFIELD,c3p3s3 C2M2P2S2
BES 220,S2,G01,E,L3,Friday,10:30 - 11:20,Thuto 1-2,HATFIELD,c3p3s3 C2M2P2S2
BES 220,S2,G02,E,L1,Monday,07:30 - 08:20,Eng III - 6,HATFIELD,b3e3m3n3r3z3 B2E2N2R2Z2
BES 220,S2,G02,E,L2,Thursday,07:30 - 08:20,Eng III - 6,HATFIELD,b3e3m3n3r3z3 B2E2N2R2Z2
BES 220,S2,G02,E,L3,Friday,12:30 - 13:20,Eng III - 6,HATFIELD,b3e3m3n3r3z3 B2E2N2R2Z2
BFB 321,S2,G01,E,L1,Friday,11:30 - 13:20,Informatorium CBT Lab 1,HATFIELD,B3
BFB 321,S2,G01,E,L1,Friday,11:30 - 13:20,Informatorium CBT Lab 2,HATFIELD,B3
BFB 321,S2,G01,E,L1,Friday,11:30 - 13:20,Informatorium CBT Lab 3,HATFIELD,B3
BFB 321,S2,G01,E,O1,Monday,12:30 - 13:20,Eng III - 4,HATFIELD,B3
BGC 410,S1,G01,E,L1,Tuesday,07:30 - 09:20,Eng II 2-37,HATFIELD,B4
BGC 410,S1,G01,E,L2,Thursday,07:30 - 09:20,Eng II 2-37,HATFIELD,B4
BID 320,S2,G01,E,L1,Monday,13:30 - 15:20,Eng NS2 Comp Lab 1,HATFIELD,B3
BID 320,S2,G01,E,L1,Monday,13:30 - 15:20,Eng NS2 Comp Lab 2,HATFIELD,B3
BID 320,S2,G01,E,L1,Monday,13:30 - 15:20,Eng NS2 Comp Lab 3,HATFIELD,B3
BID 320,S2,G01,E,L1,Monday,13:30 - 15:20,Eng NS2 Comp Lab 4,HATFIELD,B3
BID 320,S2,G01,E,L1,Monday,13:30 - 15:20,HB 3-15,HATFIELD,B3
BID 320,S2,G01,E,L2,Wednesday,11:30 - 12:20,Eng NS2 Comp Lab 1,HATFIELD,B3
BID 320,S2,G01,E,L2,Wednesday,11:30 - 12:20,Eng NS2 Comp Lab 2,HATFIELD,B3
BID 320,S2,G01,E,L2,Wednesday,11:30 - 12:20,Eng NS2 Comp Lab 3,HATFIELD,B3
BID 320,S2,G01,E,L2,Wednesday,11:30 - 12:20,Eng NS2 Comp Lab 4,HATFIELD,B3
BID 320,S2,G01,E,L2,Wednesday,11:30 - 12:20,HB 4-3,HATFIELD,B3
BID 320,S2,G01,E,P1,Thursday,08:30 - 10:20,Eng III - 4,HATFIELD,B3
BID 320,S2,G01,E,P1,Thursday,08:30 - 10:20,Eng NS2 Comp Lab 1,HATFIELD,B3
BID 320,S2,G01,E,P1,Thursday,08:30 - 10:20,Eng NS2 Comp Lab 2,HATFIELD,B3
BID 320,S2,G01,E,P1,Thursday,08:30 - 10:20,Eng NS2 Comp Lab 3,HATFIELD,B3
BID 320,S2,G01,E,P1,Thursday,08:30 - 10:20,Eng NS2 Comp Lab 4,HATFIELD,B3
BID 320,S2,G01,E,T1,Wednesday,12:30 - 13:20,Eng NS2 Comp Lab 1,HATFIELD,B3
BID 320,S2,G01,E,T1,Wednesday,12:30 - 13:20,Eng NS2 Comp Lab 2,HATFIELD,B3
BID 320,S2,G01,E,T1,Wednesday,12:30 - 13:20,Eng NS2 Comp Lab 3,HATFIELD,B3
BID 320,S2,G01,E,T1,Wednesday,12:30 - 13:20,Eng NS2 Comp Lab 4,HATFIELD,B3
BID 320,S2,G01,E,T1,Wednesday,12:30 - 13:20,HB 4-3,HATFIELD,B3
BIE 420,S2,G01,E,D1,Tuesday,09:30 - 10:20,Eng III - 2,HATFIELD,B4
BIE 420,S2,G01,E,L1,Monday,09:30 - 11:20,Eng III - 5,HATFIELD,B4
BIO 137,S1,G01,E,L1,Monday,13:30 - 14:20,Centenary 1,HATFIELD,
BIO 137,S1,G01,E,L2,Wednesday,14:30 - 15:20,EMS 4-152,HATFIELD,
BIO 137,S1,G01,E,PT1,Wednesday,08:30 - 10:20,Plant Science complex 2-10,HATFIELD,
BIO 137,S1,G02,E,PT1,Wednesday,08:30 - 10:20,Plant Science complex 2-11,HATFIELD,
BIO 137,S1,G03,E,PT1,Friday,12:30 - 14:20,Plant Science complex 2-10,HATFIELD,
BIO 137,S1,G04,E,PT1,Friday,12:30 - 14:20,Plant Science complex 2-11,HATFIELD,
BIO 137,S1,G05,E,PT1,Thursday,08:30 - 10:20,Plant Science complex 2-10,HATFIELD,
BIO 137,S1,G06,E,PT1,Thursday,08:30 - 10:20,Plant Science complex 2-11,HATFIELD,
BIO 147,S2,G01,E,L1,Monday,14:30 - 15:20,Centenary 6,HATFIELD,
BIO 147,S2,G01,E,L2,Wednesday,12:30 - 13:20,IT 4-5,HATFIELD,
BIO 147,S2,G01,E,PT1,Wednesday,08:30 - 10:20,Plant Science complex 2-10,HATFIELD,
BIO 147,S2,G02,E,PT1,Wednesday,08:30 - 10:20,Plant Science complex 2-11,HATFIELD,
BIO 147,S2,G03,E,PT1,Tuesday,08:30 - 10:20,Plant Science complex 2-10,HATFIELD,
BIO 147,S2,G04,E,PT1,Tuesday,08:30 - 10:20,Plant Science complex 2-11,HATFIELD,
BIO 147,S2,G05,E,PT1,Friday,12:30 - 14:20,Plant Science complex 2-10,HATFIELD,
BIO 147,S2,G06,E,PT1,Friday,12:30 - 14:20,Plant Science complex 2-11,HATFIELD,
BJJ 210,S1,G01,E,L1,Monday,11:30 - 13:20,Eng III - 3,HATFIELD,b3 B2
BJJ 210,S1,G01,E,L2,Wednesday,10:30 - 11:20,Eng II 2-37,HATFIELD,b3 B2
BJJ 210,S1,G01,E,O1,Wednesday,11:30 - 12:20,Eng II 2-37,HATFIELD,b3 B2
BLK 321,S2,G01,E,L1,Tuesday,14:30 - 16:20,Eng I 1-1,HATFIELD,B3
BLK 321,S2,G01,E,L2,Friday,09:30 - 11:20,Eng III - 5,HATFIELD,B3
BLK 321,S2,G01,E,T1,Wednesday,13:30 - 15:20,Eng III - 5,HATFIELD,B3
BLP 420,S2,G01,E,L1,Tuesday,08:30 - 09:20,Law building 1-31,HATFIELD,
BLP 420,S2,G01,E,L2,Thursday,14:30 - 15:20,Law building 1-31,HATFIELD,
BLR 310,S1,G01,E,L1,Monday,10:30 - 11:20,Centenary 1,HATFIELD,
BLR 310,S1,G01,E,L2,Friday,10:30 - 11:20,Centenary 3,HATFIELD,
BLR 310,S1,G02,E,L1,Monday,14:30 - 15:20,Thuto 1-2,HATFIELD,
BLR 310,S1,G02,E,L2,Friday,12:30 - 13:20,Thuto 1-2,HATFIELD,
BME 120,S2,G01,E,L1,Monday,08:30 - 09:20,Thuto 1-2,HATFIELD,
BME 120,S2,G01,E,L2,Tuesday,08:30 - 09:20,Thuto 1-2,HATFIELD,
BME 120,S2,G01,E,L3,Wednesday,09:30 - 10:20,Thuto 1-1,HATFIELD,
BME 120,S2,G01,E,L4,Friday,11:30 - 12:20,Thuto 1-2,HATFIELD,
BME 120,S2,G02,E,L1,Monday,12:30 - 13:20,Thuto 1-1,HATFIELD,
BME 120,S2,G02,E,L2,Tuesday,09:30 - 10:20,Thuto 1-2,HATFIELD,
BME 120,S2,G02,E,L3,Wednesday,08:30 - 09:20,Thuto 1-1,HATFIELD,
BME 120,S2,G02,E,L4,Friday,12:30 - 13:20,Thuto 1-2,HATFIELD,
BME 120,S2,G03,E,L1,Monday,10:30 - 11:20,Thuto 1-2,HATFIELD,
BME 120,S2,G03,E,L2,Tuesday,07:30 - 08:20,Thuto 1-2,HATFIELD,
BME 120,S2,G03,E,L3,Thursday,09:30 - 10:20,Large Chemistry Hall,HATFIELD,
BME 120,S2,G03,E,L4,Friday,07:30 - 08:20,Thuto 1-2,HATFIELD,
BME 120,S2,P01,E,P1,Monday,13:30 - 15:20,Roos hall,HATFIELD,
BME 120,S2,P02,E,P1,Monday,15:30 - 17:20,Roos hall,HATFIELD,
BME 120,S2,P03,E,P1,Thursday,14:30 - 16:20,Louw hall,HATFIELD,
BME 120,S2,P04,E,P1,Tuesday,14:30 - 16:20,Large Chemistry Hall,HATFIELD,
BME 210,S1,G01,E,L1,Monday,10:30 - 11:20,IT 2-25,HATFIELD,
BME 210,S1,G01,E,L2,Wednesday,09:30 - 10:20,IT 2-25,HATFIELD,
BME 210,S1,G01,E,L3,Thursday,07:30 - 08:20,IT 2-25,HATFIELD,
BME 210,S1,G01,E,L4,Friday,13:30 - 14:20,IT 2-25,HATFIELD,
BME 210,S1,G01,E,P1,Wednesday,14:30 - 17:20,IT 2-25,HATFIELD,
BMN 420,S2,G01,E,L1,Tuesday,10:30 - 12:20,Agric Annex 2-18,HATFIELD,
BOB 311,S1,G01,E,L1,Thursday,09:30 - 11:20,Eng III - 2,HATFIELD,B3
BOB 311,S1,G01,E,L2,Friday,10:30 - 12:20,Eng III - 3,HATFIELD,B3
BOB 311,S1,G01,E,P1,Monday,07:30 - 09:20,Eng III - 3,HATFIELD,B3
BON 410,S1,G01,E,L1,Monday,11:30 - 13:20,Eng II 3-40,HATFIELD,B4
BON 410,S1,G01,E,L2,Wednesday,08:30 - 10:20,Eng II 4-38,HATFIELD,B4
BON 410,S1,G01,E,T1,Friday,08:30 - 10:20,Eng II 4-38,HATFIELD,B4
BOT 161,S2,G01,E,L1,Monday,07:30 - 08:20,AE du Toit Auditorium,HATFIELD,
BOT 161,S2,G01,E,L2,Friday,09:30 - 10:20,AE du Toit Auditorium,HATFIELD,
BOT 161,S2,G02,E,L1,Thursday,09:30 - 10:20,AE du Toit Auditorium,HATFIELD,
BOT 161,S2,G02,E,L2,Friday,13:30 - 14:20,AE du Toit Auditorium,HATFIELD,
BOT 161,S2,P01,E,P1,Wednesday,10:30 - 13:20,Plant Science complex 2-11,HATFIELD,
BOT 161,S2,P02,E,P1,Thursday,10:30 - 13:20,Plant Science complex 2-11,HATFIELD,
BOT 161,S2,P03,E,P1,Wednesday,14:30 - 17:20,Plant Science complex 2-11,HATFIELD,
BOT 161,S2,P04,E,P1,Thursday,14:30 - 17:20,Plant Science complex 2-11,HATFIELD,
BOT 161,S2,P05,E,P1,Monday,14:30 - 17:20,Plant Science complex 2-11,HATFIELD,
BOT 251,S1,G01,E,L1,Tuesday,09:30 - 10:20,IT 4-4,HATFIELD,
BOT 251,S1,G01,E,L2,Friday,12:30 - 13:20,Centenary 1,HATFIELD,
BOT 251,S1,G01,E,P1,Tuesday,10:30 - 13:20,Centenary 4,HATFIELD,
BOT 261,S2,G01,E,L1,Monday,10:30 - 11:20,South hall,HATFIELD,
BOT 261,S2,G01,E,L2,Thursday,09:30 - 10:20,South hall,HATFIELD,
BOT 261,S2,P01,E,P1,Tuesday,10:30 - 13:20,Plant Science complex 2-10,HATFIELD,
BOT 261,S2,P01,E,P1,Tuesday,10:30 - 13:20,Plant Science complex 2-11,HATFIELD,
BOT 261,S2,P02,E,P1,Tuesday,13:30 - 16:20,Plant Science complex 2-10,HATFIELD,
BOT 261,S2,P02,E,P1,Tuesday,13:30 - 16:20,Plant Science complex 2-11,HATFIELD,
BOT 356,S1,G01,E,L1,Monday,12:30 - 13:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 356,S1,G01,E,L2,Wednesday,07:30 - 08:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 356,S1,G01,E,P1,Monday,13:30 - 16:20,Plant Science complex 2-10,HATFIELD,
BOT 358,S1,G01,E,L1,Monday,11:30 - 12:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 358,S1,G01,E,L2,Friday,14:30 - 15:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 358,S1,G01,E,P1,Wednesday,14:30 - 17:20,Plant Science complex 2-11,HATFIELD,
BOT 365,S2,G01,E,L1,Monday,09:30 - 10:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 365,S2,G01,E,L2,Wednesday,07:30 - 08:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 365,S2,G01,E,P1,Monday,14:30 - 17:20,Plant Science complex 2-10,HATFIELD,
BOT 366,S2,G01,E,L1,Monday,10:30 - 11:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 366,S2,G01,E,L2,Tuesday,09:30 - 10:20,Plant Science Auditorium 3-50,HATFIELD,
BOT 366,S2,G01,E,P1,Wednesday,14:30 - 17:20,Plant Science complex 2-10,HATFIELD,
BOZ 312,S1,G01,E,L1,Monday,13:30 - 15:20,Eng III - 2,HATFIELD,B3
BOZ 312,S1,G01,E,L2,Wednesday,08:30 - 10:20,Eng III - 2,HATFIELD,B3
BOZ 312,S1,G01,E,O1,Tuesday,12:30 - 14:20,Eng III - 3,HATFIELD,B3
BPE 221,S2,G01,E,L1,Thursday,10:30 - 11:20,Centenary 4,HATFIELD,
BPE 221,S2,G02,E,L1,Thursday,09:30 - 10:20,Centenary 4,HATFIELD,
BPJ 410,S1,G01,E,O1,Monday,13:30 - 14:20,Eng III - 5,HATFIELD,B4
BPJ 420,S2,G01,E,O1,Monday,12:30 - 13:20,Eng III - 5,HATFIELD,B4
BPZ 220,S2,G01,E,L1,Tuesday,07:30 - 09:20,Eng III - 2,HATFIELD,b3 B2
BPZ 220,S2,G01,E,L2,Thursday,11:30 - 13:20,Eng III - 5,HATFIELD,b3 B2
BPZ 220,S2,G01,E,T1,Wednesday,10:30 - 12:20,Te Water hall,HATFIELD,b3 B2
BPZ 321,S2,G01,E,L1,Monday,08:30 - 10:20,Eng II 2-37,HATFIELD,B3
BPZ 321,S2,G01,E,L2,Tuesday,09:30 - 11:20,Eng III - 5,HATFIELD,B3
BPZ 321,S2,G01,E,T1,Wednesday,08:30 - 10:20,Eng III - 2,HATFIELD,B3
BSR 410,S1,G01,E,L1,Tuesday,11:30 - 13:20,Eng II 2-37,HATFIELD,B4
BSR 410,S1,G01,E,L2,Thursday,11:30 - 13:20,Eng II 2-37,HATFIELD,B4
