Module,Offered,Group,Language,Activity,Day,Time,Venue,Campus,Study Prog
ABR 311,S1,G01,E,L1,Wednesday,15:30 - 16:20,IT 4-4,HATFIELD,
ABR 311,S1,G01,E,L2,Thursday,08:30 - 09:20,IT 4-4,HATFIELD,
ABR 410,S1,G01,E,L1,Tuesday,07:30 - 09:20,vd Bijl Hall,HATFIELD,
ABR 410,S1,G02,E,L1,Thursday,08:30 - 10:20,vd Bijl Hall,HATFIELD,
ABV 320,S2,G01,E,L1,Monday,08:30 - 09:20,Roos hall,HATFIELD,B4
ABV 320,S2,G01,E,L2,Tuesday,10:30 - 12:20,Roos hall,HATFIELD,B4
AFR 110,S1,G01,A,B1,Tuesday,14:30 - 16:20,HB 4-6,HATFIELD,
AFR 110,S1,G01,A,L1,Monday,11:30 - 13:20,HB 4-6,HATFIELD,
AFR 110,S1,G51,A,L1,Wednesday,15:30 - 17:20,Aldoel Bld 1-133,GROENKLOOF,
AFR 110,S1,G51,A,P1,Friday,09:30 - 11:20,Aldoel Bld 1-133,GROENKLOOF,
AFR 114,S1,G01,A,L1,Tuesday,12:30 - 13:20,HB 3-14,HATFIELD,
AFR 114,S1,G01,A,L2,Thursday,11:30 - 12:20,HB 3-14,HATFIELD,
AFR 120,S2,G01,A,B1,Thursday,15:30 - 17:20,HB 4-6,HATFIELD,
AFR 120,S2,G01,A,L1,Monday,13:30 - 15:20,IT 4-3,HATFIELD,
AFR 120,S2,G51,A,L1,Monday,08:30 - 10:20,Aldoel Bld 2-97,GROENKLOOF,
AFR 120,S2,G51,A,P1,Friday,07:30 - 09:20,Aldoel Bld 2-97,GROENKLOOF,
AFR 210,S1,G01,A,L1,Tuesday,09:30 - 10:20,HB 4-5,HATFIELD,
AFR 210,S1,G01,A,L2,Thursday,09:30 - 10:20,HB 3-14,HATFIELD,
AFR 214,S1,G01,A,D1,Thursday,15:30 - 17:20,HB 4-16,HATFIELD,
AFR 214,S1,G01,A,L1,Monday,14:30 - 16:20,HB 4-16,HATFIELD,
AFR 214,S1,G51,A,D1,Friday,10:30 - 12:20,Lecture Theatre L2,GROENKLOOF,
AFR 214,S1,G51,A,L1,Wednesday,11:30 - 13:20,Lecture Theatre L2,GROENKLOOF,
AFR 220,S2,G01,A,D1,Thursday,14:30 - 16:20,HB 3-14,HATFIELD,
AFR 220,S2,G01,A,L1,Monday,15:30 - 17:20,HB 3-24,HATFIELD,
AFR 220,S2,G51,A,D1,Friday,10:30 - 12:20,Aldoel Bld 1-133,GROENKLOOF,
AFR 220,S2,G51,A,L1,Wednesday,14:30 - 16:20,Aldoel Bld 1-133,GROENKLOOF,
AFR 311,S1,G01,A,D1,Thursday,15:30 - 17:20,HB 1-10,HATFIELD,
AFR 311,S1,G01,A,L1,Tuesday,13:30 - 15:20,HB 1-10,HATFIELD,
AFR 321,S2,G01,A,D1,Thursday,07:30 - 09:20,HB 2-15,HATFIELD,
AFR 321,S2,G01,A,L1,Wednesday,13:30 - 15:20,HB 2-15,HATFIELD,
AFR 358,S1,G01,A,D1,Thursday,08:30 - 09:20,HB 2-15,HATFIELD,
AFR 358,S1,G01,A,L1,Wednesday,13:30 - 15:20,HB 2-15,HATFIELD,
AFT 121,S2,G01,E,L1,Monday,09:30 - 10:20,HB 3-14,HATFIELD,
AFT 121,S2,G01,E,L1,Monday,09:30 - 10:20,HB 4-14,HATFIELD,
AFT 121,S2,G01,E,L1,Monday,09:30 - 10:20,HB 4-6,HATFIELD,
AFT 121,S2,G01,E,L1,Monday,09:30 - 10:20,HB 4-7,HATFIELD,
AFT 121,S2,G01,E,L2,Thursday,12:30 - 13:20,HB 3-15,HATFIELD,
AFT 121,S2,G01,E,L2,Thursday,12:30 - 13:20,HB 3-24,HATFIELD,
AFT 121,S2,G01,E,L2,Thursday,12:30 - 13:20,HB 4-7,HATFIELD,
AFT 121,S2,G01,E,L2,Thursday,12:30 - 13:20,HB 4-8,HATFIELD,
AFT 121,S2,G51,E,L1,Monday,16:30 - 17:20,Aldoel 2,GROENKLOOF,
AFT 121,S2,G51,E,L1,Monday,16:30 - 17:20,Aldoel 3,GROENKLOOF,
AFT 121,S2,G51,E,L1,Monday,16:30 - 17:20,Aldoel Bld 2-83/84,GROENKLOOF,
AFT 121,S2,G51,E,L1,Monday,16:30 - 17:20,Aldoel Bld 2-89/90,GROENKLOOF,
AFT 121,S2,G51,E,L2,Wednesday,10:30 - 11:20,Aldoel 2,GROENKLOOF,
AFT 121,S2,G51,E,L2,Wednesday,10:30 - 11:20,Aldoel 3,GROENKLOOF,
AFT 121,S2,G51,E,L2,Wednesday,10:30 - 11:20,Aldoel Bld 2-83/84,GROENKLOOF,
AFT 121,S2,G51,E,L2,Wednesday,10:30 - 11:20,Aldoel Bld 2-89/90,GROENKLOOF,
AFT 220,S2,G01,E,L1,Monday,10:30 - 11:20,HB 3-23,HATFIELD,
AFT 220,S2,G01,E,L1,Monday,10:30 - 11:20,HB 3-24,HATFIELD,
AFT 220,S2,G01,E,L1,Monday,10:30 - 11:20,HB 4-14,HATFIELD,
AFT 220,S2,G01,E,L1,Monday,10:30 - 11:20,HB 4-5,HATFIELD,
AFT 220,S2,G01,E,L2,Thursday,14:30 - 15:20,HB 3-23,HATFIELD,
AFT 220,S2,G01,E,L2,Thursday,14:30 - 15:20,HB 3-24,HATFIELD,
AFT 220,S2,G01,E,L2,Thursday,14:30 - 15:20,HB 4-14,HATFIELD,
AFT 220,S2,G01,E,L2,Thursday,14:30 - 15:20,HB 4-5,HATFIELD,
AFT 220,S2,G51,E,L1,Monday,15:30 - 16:20,Aldoel 3,GROENKLOOF,
AFT 220,S2,G51,E,L1,Monday,15:30 - 16:20,Lecture Theatre L1,GROENKLOOF,
AFT 220,S2,G51,E,L1,Monday,15:30 - 16:20,Lecture Theatre L2,GROENKLOOF,
AFT 220,S2,G51,E,L1,Monday,15:30 - 16:20,Lecture Theatre L4,GROENKLOOF,
AFT 220,S2,G51,E,L2,Thursday,08:30 - 09:20,Aldoel 3,GROENKLOOF,
AFT 220,S2,G51,E,L2,Thursday,08:30 - 09:20,Lecture Theatre L1,GROENKLOOF,
AFT 220,S2,G51,E,L2,Thursday,08:30 - 09:20,Lecture Theatre L2,GROENKLOOF,
AFT 220,S2,G51,E,L2,Thursday,08:30 - 09:20,Lecture Theatre L4,GROENKLOOF,
AFT 320,S2,G01,E,L1,Wednesday,14:30 - 16:20,HB 3-14,HATFIELD,
AFT 320,S2,G01,E,T1,Thursday,07:30 - 08:20,HB 4-16,HATFIELD,
AFT 320,S2,G51,E,L1,Wednesday,14:30 - 16:20,Aldoel Bld 2-83/84,GROENKLOOF,
AFT 320,S2,G51,E,L1,Wednesday,14:30 - 16:20,Aldoel Bld 2-89/90,GROENKLOOF,
AFT 320,S2,G51,E,L1,Wednesday,14:30 - 16:20,Aldoel Bld 2-97,GROENKLOOF,
AFT 320,S2,G51,E,L1,Wednesday,14:30 - 16:20,Aldoel Bld 3-26,GROENKLOOF,
AFT 320,S2,G51,E,T1,Thursday,07:30 - 08:20,Aldoel Bld 2-83/84,GROENKLOOF,
AFT 320,S2,G51,E,T1,Thursday,07:30 - 08:20,Aldoel Bld 2-89/90,GROENKLOOF,
AFT 320,S2,G51,E,T1,Thursday,07:30 - 08:20,Aldoel Bld 3-22,GROENKLOOF,
AFT 320,S2,G51,E,T1,Thursday,07:30 - 08:20,Aldoel Bld 3-26,GROENKLOOF,
AGF 420,S2,G01,E,L1,Wednesday,11:30 - 13:20,IT 2-25,HATFIELD,
AGL 110,S1,G01,E,L1,Tuesday,11:30 - 12:20,HB 3-15,HATFIELD,
AGL 110,S1,G01,E,L2,Thursday,14:30 - 15:20,HB 4-9,HATFIELD,
AGL 110,S1,T01,E,T1,Wednesday,10:30 - 11:20,HB 3-24,HATFIELD,
AGL 110,S1,T02,E,T1,Wednesday,08:30 - 09:20,HB 4-13,HATFIELD,
AGL 120,S2,G01,E,L1,Monday,08:30 - 09:20,HB 4-7,HATFIELD,
AGL 120,S2,G01,E,L2,Thursday,09:30 - 10:20,HB 4-7,HATFIELD,
AGL 120,S2,T01,E,T1,Tuesday,10:30 - 11:20,HB 3-14,HATFIELD,
AGL 120,S2,T02,E,T1,Tuesday,09:30 - 10:20,HB 3-14,HATFIELD,
AGL 210,S1,G01,E,L1,Monday,12:30 - 13:20,HB 4-16,HATFIELD,
AGL 210,S1,G01,E,L2,Wednesday,10:30 - 11:20,HB 4-13,HATFIELD,
AGL 210,S1,G01,E,T1,Monday,13:30 - 14:20,HB 4-16,HATFIELD,
AGL 210,S1,G01,E,T2,Wednesday,11:30 - 12:20,HB 4-13,HATFIELD,
AGL 220,S2,G01,E,L1,Monday,11:30 - 13:20,HB 4-8,HATFIELD,
AGL 220,S2,G01,E,P1,Tuesday,14:30 - 16:20,HB 4-16,HATFIELD,
AGL 310,S1,G01,E,L1,Wednesday,13:30 - 15:20,HB 1-7,HATFIELD,
AGL 310,S1,G01,E,T1,Thursday,08:30 - 09:20,HB 1-7,HATFIELD,
AGL 320,S2,G01,E,L1,Tuesday,09:30 - 11:20,HB 1-7,HATFIELD,
AGL 320,S2,G01,E,P1,Friday,10:30 - 12:20,HB 1-7,HATFIELD,
AGR 361,S2,G01,E,L1,Monday,09:30 - 11:20,Agric Annex 2-7,HATFIELD,
AGR 361,S2,G01,E,P1,Wednesday,14:30 - 17:20,Agric Annex 2-7,HATFIELD,
AGR 410,S1,G01,E,L1,Monday,12:30 - 13:20,Agric Science 5-11,HATFIELD,
AGR 410,S1,G01,E,L2,Thursday,08:30 - 09:20,Agric Science 5-11,HATFIELD,
AGR 410,S1,G01,E,P1,Thursday,14:30 - 17:20,Agric Science 5-11,HATFIELD,
AGR 786,S1,G01,E,L1,Monday,12:30 - 13:20,Agric Science 5-11,HATFIELD,
AGR 786,S1,G01,E,L2,Thursday,08:30 - 09:20,Agric Science 5-11,HATFIELD,
AGR 786,S1,G01,E,P1,Thursday,14:30 - 17:20,Agric Science 5-11,HATFIELD,
AIM 111,S1,G01,E,L1,Tuesday,07:30 - 09:20,Only Theology Students: Consult AIM Labs,HATFIELD,"BDV1,BTH1,DIP1"
AIM 121,S2,G01,E,L1,Tuesday,07:30 - 09:20,Only Theology Students: Consult AIM Labs,HATFIELD,"BDV1,BTH1,DIP1"
AKG 110,S1,G01,E,L1,Monday,13:30 - 14:20,HB 4-6,HATFIELD,
AKG 110,S1,G01,E,L2,Wednesday,12:30 - 13:20,HB 4-6,HATFIELD,
AKG 120,S2,G01,E,L1,Monday,13:30 - 14:20,HB 4-7,HATFIELD,
AKG 120,S2,G01,E,L2,Thursday,10:30 - 11:20,HB 4-7,HATFIELD,
AKG 210,S1,G01,E,L1,Tuesday,13:30 - 14:20,HB 4-16,HATFIELD,
AKG 210,S1,G01,E,L2,Thursday,13:30 - 14:20,HB 4-16,HATFIELD,
AKG 220,S2,G01,E,L1,Monday,10:30 - 11:20,HB 3-14,HATFIELD,
AKG 220,S2,G01,E,L2,Thursday,11:30 - 12:20,HB 4-5,HATFIELD,
AKG 310,S1,G01,E,L1,Monday,12:30 - 13:20,HB 1-7,HATFIELD,
AKG 310,S1,G01,E,L2,Wednesday,11:30 - 12:20,HB 1-7,HATFIELD,
AKG 320,S2,G01,E,L1,Monday,14:30 - 15:20,HB 1-7,HATFIELD,
AKG 320,S2,G01,E,L2,Friday,08:30 - 09:20,HB 1-7,HATFIELD,
ALL 110,S1,G01,E,L1,Wednesday,08:30 - 09:20,HB 3-15,HATFIELD,"BDV1,BTH1,DIP1"
ALL 110,S1,G01,E,L1,Wednesday,08:30 - 09:20,HB 3-23,HATFIELD,"BDV1,BTH1,DIP1"
ALL 110,S1,G01,E,L2,Friday,07:30 - 08:20,HB 3-15,HATFIELD,"BDV1,BTH1,DIP1"
ALL 110,S1,G01,E,L2,Friday,07:30 - 08:20,HB 3-23,HATFIELD,"BDV1,BTH1,DIP1"
ALL 110,S1,G02,E,L1,Monday,09:30 - 10:20,HB 4-13,HATFIELD,
ALL 110,S1,G02,E,L2,Thursday,15:30 - 16:20,HB 4-13,HATFIELD,
ALL 110,S1,G03,E,L1,Monday,11:30 - 12:20,HB 4-14,HATFIELD,
ALL 110,S1,G03,E,L2,Thursday,12:30 - 13:20,HB 4-14,HATFIELD,
ALL 110,S1,G04,E,L1,Tuesday,11:30 - 12:20,HB 4-13,HATFIELD,
ALL 110,S1,G04,E,L2,Friday,13:30 - 14:20,HB 4-13,HATFIELD,
ALL 120,S2,G01,E,L1,Monday,12:30 - 14:20,Theology 1-11,HATFIELD,"BDV1,BTH1,DIP1"
ALL 120,S2,G01,E,L1,Monday,12:30 - 14:20,Theology 1-28,HATFIELD,"BDV1,BTH1,DIP1"
ALL 120,S2,G01,E,L1,Monday,12:30 - 14:20,Theology 2-1,HATFIELD,"BDV1,BTH1,DIP1"
ALL 121,S2,G01,E,L1,Monday,09:30 - 10:20,HB 3-15,HATFIELD,
ALL 121,S2,G01,E,L2,Thursday,09:30 - 10:20,HB 3-15,HATFIELD,
ALL 121,S2,G02,E,L1,Monday,09:30 - 10:20,HB 4-12,HATFIELD,
ALL 121,S2,G02,E,L2,Thursday,09:30 - 10:20,HB 4-12,HATFIELD,
ALL 121,S2,G03,E,L1,Tuesday,08:30 - 09:20,HB 4-15,HATFIELD,
ALL 121,S2,G03,E,L2,Thursday,08:30 - 09:20,HB 4-15,HATFIELD,
ALL 121,S2,G04,E,L1,Tuesday,08:30 - 09:20,HB 4-14,HATFIELD,
ALL 121,S2,G04,E,L2,Thursday,08:30 - 09:20,HB 4-14,HATFIELD,
ALL 121,S2,G05,E,L1,Monday,07:30 - 08:20,HB 4-14,HATFIELD,
ALL 121,S2,G05,E,L2,Wednesday,09:30 - 10:20,HB 4-14,HATFIELD,
ALL 121,S2,G06,E,L1,Tuesday,09:30 - 10:20,HB 3-23,HATFIELD,
ALL 121,S2,G06,E,L2,Friday,13:30 - 14:20,HB 3-23,HATFIELD,
ALL 121,S2,G07,E,L1,Tuesday,09:30 - 10:20,HB 4-15,HATFIELD,
ALL 121,S2,G07,E,L2,Friday,13:30 - 14:20,HB 4-15,HATFIELD,
ALL 121,S2,G08,E,L1,Tuesday,08:30 - 09:20,HB 4-8,HATFIELD,
ALL 121,S2,G08,E,L2,Thursday,08:30 - 09:20,HB 4-8,HATFIELD,
ALL 124,S2,G01,E,L1,Monday,08:30 - 09:20,HB 4-8,HATFIELD,
ALL 124,S2,G01,E,L2,Wednesday,08:30 - 09:20,HB 4-8,HATFIELD,
ALL 124,S2,G02,E,L1,Monday,08:30 - 09:20,HB 4-15,HATFIELD,
ALL 124,S2,G02,E,L2,Wednesday,08:30 - 09:20,HB 4-15,HATFIELD,
ALL 124,S2,G03,E,L1,Monday,13:30 - 14:20,HB 4-13,HATFIELD,
ALL 124,S2,G03,E,L2,Wednesday,12:30 - 13:20,HB 4-13,HATFIELD,
ALL 124,S2,G04,E,L1,Monday,13:30 - 14:20,HB 4-8,HATFIELD,
ALL 124,S2,G04,E,L2,Wednesday,12:30 - 13:20,HB 4-8,HATFIELD,
ALL 124,S2,G05,E,L1,Monday,13:30 - 14:20,HB 4-6,HATFIELD,
ALL 124,S2,G05,E,L2,Wednesday,12:30 - 13:20,HB 4-6,HATFIELD,
ALL 124,S2,G06,E,L1,Tuesday,07:30 - 08:20,HB 4-6,HATFIELD,
ALL 124,S2,G06,E,L2,Thursday,09:30 - 10:20,HB 4-6,HATFIELD,
ALL 124,S2,G07,E,L1,Tuesday,10:30 - 11:20,HB 4-6,HATFIELD,
ALL 124,S2,G07,E,L2,Friday,13:30 - 14:20,HB 4-6,HATFIELD,
ALL 124,S2,G08,E,L1,Tuesday,10:30 - 11:20,HB 4-8,HATFIELD,
ALL 124,S2,G08,E,L2,Friday,13:30 - 14:20,HB 4-8,HATFIELD,
ALL 124,S2,G09,E,L1,Tuesday,09:30 - 10:20,HB 4-13,HATFIELD,
ALL 124,S2,G09,E,L2,Thursday,11:30 - 12:20,HB 4-13,HATFIELD,
ALL 124,S2,G10,E,L1,Tuesday,09:30 - 10:20,HB 4-6,HATFIELD,
ALL 124,S2,G10,E,L2,Thursday,11:30 - 12:20,HB 4-6,HATFIELD,
ALL 124,S2,G11,E,L1,Tuesday,09:30 - 10:20,HB 4-12,HATFIELD,
ALL 124,S2,G11,E,L2,Thursday,11:30 - 12:20,HB 4-12,HATFIELD,
ALL 124,S2,G12,E,L1,Tuesday,12:30 - 13:20,HB 4-8,HATFIELD,
ALL 124,S2,G12,E,L2,Wednesday,16:30 - 17:20,HB 4-8,HATFIELD,
ALL 124,S2,G13,E,L1,Tuesday,12:30 - 13:20,HB 4-15,HATFIELD,
ALL 124,S2,G13,E,L2,Wednesday,16:30 - 17:20,HB 4-15,HATFIELD,
ALL 124,S2,G14,E,L1,Tuesday,09:30 - 10:20,HB 4-9,HATFIELD,
ALL 124,S2,G14,E,L2,Thursday,11:30 - 12:20,HB 4-9,HATFIELD,
ALL 125,S2,G01,E,L1,Monday,07:30 - 08:20,HB 3-15,HATFIELD,
ALL 125,S2,G01,E,L2,Thursday,11:30 - 12:20,HB 3-15,HATFIELD,
ALL 125,S2,G02,E,L1,Monday,09:30 - 10:20,HB 3-23,HATFIELD,
ALL 125,S2,G02,E,L2,Wednesday,10:30 - 11:20,HB 3-23,HATFIELD,
ALL 125,S2,G03,E,L1,Tuesday,14:30 - 15:20,HB 4-15,HATFIELD,
ALL 125,S2,G03,E,L2,Wednesday,15:30 - 16:20,HB 4-15,HATFIELD,
ALL 125,S2,G04,E,L1,Tuesday,07:30 - 08:20,HB 4-12,HATFIELD,
ALL 125,S2,G04,E,L2,Friday,12:30 - 13:20,HB 4-12,HATFIELD,
ALL 125,S2,G05,E,L1,Tuesday,16:30 - 17:20,HB 4-15,HATFIELD,
ALL 125,S2,G05,E,L2,Friday,07:30 - 08:20,HB 4-15,HATFIELD,
ALL 126,S2,G01,E,L1,Monday,11:30 - 12:20,HB 3-23,HATFIELD,
ALL 126,S2,G01,E,L2,Friday,12:30 - 13:20,HB 3-23,HATFIELD,
ALL 126,S2,G02,E,L1,Monday,11:30 - 12:20,HB 4-9,HATFIELD,
ALL 126,S2,G02,E,L2,Friday,12:30 - 13:20,HB 4-9,HATFIELD,
ALL 126,S2,G03,E,L1,Monday,11:30 - 12:20,HB 4-6,HATFIELD,
ALL 126,S2,G03,E,L2,Friday,12:30 - 13:20,HB 4-6,HATFIELD,
ALL 126,S2,G04,E,L1,Tuesday,15:30 - 16:20,HB 3-23,HATFIELD,
ALL 126,S2,G04,E,L2,Friday,09:30 - 10:20,HB 3-23,HATFIELD,
ALL 126,S2,G05,E,L1,Tuesday,15:30 - 16:20,HB 4-8,HATFIELD,
ALL 126,S2,G05,E,L2,Friday,09:30 - 10:20,HB 4-8,HATFIELD,
ALL 126,S2,G06,E,L1,Tuesday,15:30 - 16:20,HB 4-13,HATFIELD,
ALL 126,S2,G06,E,L2,Friday,09:30 - 10:20,HB 4-13,HATFIELD,
AMR 410,S1,G01,E,L1,Friday,10:30 - 12:20,Consult Department,HATFIELD,
ANA 121,S2,G01,E,L1,Monday,07:30 - 08:20,IT 4-2,HATFIELD,
ANA 121,S2,P01,E,P1,Tuesday,10:30 - 13:20,NS1 2-2.6,HATFIELD,
ANA 122,S2,G01,E,L1,Tuesday,09:30 - 10:20,IT 4-2,HATFIELD,
ANA 122,S2,P01,E,P1,Tuesday,10:30 - 13:20,NS1 2-2.6,HATFIELD,
ANA 126,S2,G01,E,L1,Thursday,14:30 - 15:20,IT 4-2,HATFIELD,
ANA 126,S2,P01,E,P1,Wednesday,10:30 - 13:20,NS1 2-2.6,HATFIELD,
ANA 214,S1,G01,E,L1,Tuesday,10:30 - 12:20,HB 3-23,HATFIELD,
ANA 214,S1,G01,E,P1,Tuesday,14:30 - 17:20,Consult Department,HATFIELD,
ANA 215,S1,G01,E,L1,Monday,08:30 - 10:20,HB 3-23,HATFIELD,
ANA 215,S1,G01,E,P1,Monday,13:30 - 16:20,Consult Department,HATFIELD,
ANA 226,S2,G01,E,L1,Monday,09:30 - 11:20,HB 4-8,HATFIELD,
ANA 226,S2,G01,E,P1,Thursday,10:30 - 13:20,Consult Department,HATFIELD,
ANA 247,S2,G01,E,L1,Wednesday,09:30 - 10:20,BMS 3-6,HATFIELD,
ANA 247,S2,G01,E,L2,Friday,12:30 - 13:20,BMS 3-6,HATFIELD,
ANA 247,S2,G01,E,P1,Wednesday,10:30 - 14:20,BMS 5-22,HATFIELD,
ANA 247,S2,G01,E,P2,Friday,13:30 - 16:20,BMS 5-22,HATFIELD,
ANA 315,S1,G01,E,L1,Wednesday,09:30 - 10:20,NS1 2-2.6,HATFIELD,
ANA 315,S1,G01,E,L2,Thursday,10:30 - 11:20,NS1 2-2.6,HATFIELD,
ANA 315,S1,G01,E,P1,Thursday,11:30 - 14:20,NS1 2-2.6,HATFIELD,
ANA 316,S1,G01,E,L1,Thursday,08:30 - 10:20,HB 4-8,HATFIELD,
ANA 316,S1,G01,E,P1,Friday,10:30 - 13:20,HB 4-7,HATFIELD,
ANA 324,S2,G01,E,L1,Wednesday,07:30 - 09:20,HB 3-14,HATFIELD,
ANA 324,S2,G01,E,P1,Wednesday,10:30 - 13:20,HB 3-14,HATFIELD,
ANA 347,S2,G01,E,L1,Monday,11:30 - 13:20,Consult Department,HATFIELD,
ANA 347,S2,G01,E,P1,Monday,13:30 - 17:20,Consult Department,HATFIELD,
ANA 347,S2,G01,E,P2,Friday,10:30 - 13:20,Consult Department,HATFIELD,
ANO 410,S1,G01,E,L1,Tuesday,15:30 - 17:20,Law building 1-54,HATFIELD,
APL 110,S1,G01,E,L1,Monday,11:30 - 12:20,Roos hall,HATFIELD,
APL 110,S1,G01,E,L2,Friday,12:30 - 13:20,Roos hall,HATFIELD,
APL 110,S1,T01,E,T1,Wednesday,09:30 - 10:20,IT 2-24,HATFIELD,
APL 110,S1,T02,E,T1,Wednesday,09:30 - 10:20,HB 4-8,HATFIELD,
APL 110,S1,T03,E,T1,Thursday,09:30 - 10:20,HB 4-15,HATFIELD,
APL 110,S1,T04,E,T1,Friday,10:30 - 11:20,HB 4-6,HATFIELD,
APL 110,S1,T05,E,T1,Wednesday,09:30 - 10:20,HB 4-6,HATFIELD,
APL 110,S1,T06,E,T1,Thursday,09:30 - 10:20,HB 4-7,HATFIELD,
APL 110,S1,T07,E,T1,Friday,10:30 - 11:20,HB 4-8,HATFIELD,
APL 110,S1,T08,E,T1,Wednesday,09:30 - 10:20,HB 4-7,HATFIELD,
APL 110,S1,T09,E,T1,Wednesday,09:30 - 10:20,HB 4-9,HATFIELD,
APL 110,S1,T10,E,T1,Thursday,09:30 - 10:20,HB 4-6,HATFIELD,
APL 110,S1,T11,E,T1,Thursday,09:30 - 10:20,HB 4-13,HATFIELD,
APL 110,S1,T12,E,T1,Friday,10:30 - 11:20,HB 4-15,HATFIELD,
APL 110,S1,T13,E,T1,Friday,10:30 - 11:20,HB 3-15,HATFIELD,
APL 110,S1,T14,E,T1,Thursday,09:30 - 10:20,HB 3-23,HATFIELD,
APL 110,S1,T15,E,T1,Friday,10:30 - 11:20,HB 3-24,HATFIELD,
APL 120,S2,G01,E,L1,Tuesday,16:30 - 17:20,Large Chemistry Hall,HATFIELD,
APL 120,S2,G01,E,L2,Thursday,14:30 - 15:20,AE du Toit Auditorium,HATFIELD,
APL 120,S2,T01,E,T1,Tuesday,13:30 - 14:20,HB 4-14,HATFIELD,
APL 120,S2,T02,E,T1,Tuesday,13:30 - 14:20,HB 4-15,HATFIELD,
APL 120,S2,T03,E,T1,Tuesday,13:30 - 14:20,HB 4-6,HATFIELD,
APL 120,S2,T04,E,T1,Tuesday,13:30 - 14:20,HB 4-7,HATFIELD,
APL 120,S2,T05,E,T1,Tuesday,13:30 - 14:20,HB 4-8,HATFIELD,
APL 120,S2,T06,E,T1,Wednesday,09:30 - 10:20,HB 4-8,HATFIELD,
APL 120,S2,T07,E,T1,Wednesday,09:30 - 10:20,IT 4-2,HATFIELD,
APL 120,S2,T08,E,T1,Wednesday,09:30 - 10:20,HB 4-15,HATFIELD,
APL 120,S2,T09,E,T1,Wednesday,09:30 - 10:20,HB 4-12,HATFIELD,
APL 120,S2,T10,E,T1,Wednesday,09:30 - 10:20,HB 3-14,HATFIELD,
APL 120,S2,T11,E,T1,Friday,08:30 - 09:20,HB 4-6,HATFIELD,
APL 120,S2,T12,E,T1,Friday,08:30 - 09:20,HB 4-7,HATFIELD,
APL 120,S2,T13,E,T1,Friday,08:30 - 09:20,HB 4-14,HATFIELD,
APL 120,S2,T14,E,T1,Friday,08:30 - 09:20,HB 4-15,HATFIELD,
APL 120,S2,T15,E,T1,Friday,08:30 - 09:20,HB 4-8,HATFIELD,
APL 210,S1,G01,E,L1,Monday,07:30 - 08:20,HB 4-1,HATFIELD,
APL 210,S1,G01,E,L2,Friday,10:30 - 11:20,HB 4-1,HATFIELD,
APL 210,S1,T01,E,T1,Monday,10:30 - 11:20,HB 4-14,HATFIELD,
APL 210,S1,T02,E,T1,Tuesday,09:30 - 10:20,HB 4-15,HATFIELD,
APL 210,S1,T03,E,T1,Wednesday,10:30 - 11:20,HB 4-15,HATFIELD,
APL 210,S1,T04,E,T1,Thursday,08:30 - 09:20,HB 4-14,HATFIELD,
APL 210,S1,T05,E,T1,Thursday,10:30 - 11:20,Theology 1-19,HATFIELD,
APL 210,S1,T06,E,T1,Friday,07:30 - 08:20,HB 3-24,HATFIELD,
APL 210,S1,T07,E,T1,Friday,08:30 - 09:20,HB 3-24,HATFIELD,
APL 220,S2,G01,E,L1,Tuesday,10:30 - 12:20,HB 4-3,HATFIELD,
APL 220,S2,T01,E,T1,Wednesday,10:30 - 11:20,HB 3-24,HATFIELD,
APL 220,S2,T01,E,T2,Tuesday,13:30 - 14:20,HB 3-14,HATFIELD,
APL 220,S2,T01,E,T3,Wednesday,09:30 - 10:20,HB 4-9,HATFIELD,
APL 220,S2,T01,E,T4,Thursday,11:30 - 12:20,HB 4-15,HATFIELD,
APL 220,S2,T01,E,T5,Thursday,12:30 - 13:20,HB 4-5,HATFIELD,
APL 220,S2,T01,E,T6,Friday,09:30 - 10:20,HB 4-5,HATFIELD,
APL 220,S2,T01,E,T7,Wednesday,13:30 - 14:20,HB 4-5,HATFIELD,
APL 220,S2,T01,E,T8,Thursday,15:30 - 16:20,HB 3-24,HATFIELD,
APL 310,S1,G01,E,L1,Tuesday,11:30 - 12:20,HB 3-24,HATFIELD,
APL 310,S1,G01,E,L2,Thursday,15:30 - 16:20,HB 3-24,HATFIELD,
APL 310,S1,G01,E,T1,Thursday,16:30 - 17:20,HB 3-24,HATFIELD,
APL 320,S2,G01,E,L1,Tuesday,12:30 - 13:20,HB 3-24,HATFIELD,
APL 320,S2,G01,E,L2,Wednesday,12:30 - 13:20,HB 3-24,HATFIELD,
APL 320,S2,G01,E,T1,Wednesday,13:30 - 14:20,HB 3-24,HATFIELD,
APS 461,S2,G01,E,L1,Monday,13:30 - 14:20,Agric Science 5-11,HATFIELD,
APS 461,S2,G01,E,L2,Tuesday,10:30 - 11:20,Agric Science 5-11,HATFIELD,
APS 461,S2,G01,E,P1,Wednesday,11:30 - 14:20,Agric Science 5-11,HATFIELD,
APS 761,S2,G01,E,L1,Monday,13:30 - 14:20,Agric Science 5-11,HATFIELD,
APS 761,S2,G01,E,L2,Tuesday,10:30 - 11:20,Agric Science 5-11,HATFIELD,
APS 761,S2,G01,E,P1,Wednesday,11:30 - 14:20,Agric Science 5-11,HATFIELD,
ARD 485,S1,G01,E,L1,Monday,07:30 - 08:20,Agric Annex 2-7,HATFIELD,
ARD 485,S1,G01,E,L2,Friday,12:30 - 14:20,HB 4-6,HATFIELD,
